Yield
0.545
0.628333333
5.1945
0.591034483
0.45
1.164074074
1.631176471
1.444126984
2.260909091
3.979473684
0.318181818
1.1075
0.949848485
0.25
7.514444444
3.1715
1.69
0.59625
0.8
2.83
0.594509804
1.116875
0.69
0.63
0.5225
0.998695652
0.794444444
0.657076923
1.554166667
0.520909091
1.178333333
0.685
0.639666667
2.346842105
0.481935484
0.0
0.2536
6.574615385
0.868148148
0.696666667
0.621111111
0.699090909
4.58375
1.0375
1.525555556
0.627586207
1.806666667
0.375
1.398888889
0.992857143
1.34375
1.375
0.617205882
0.915714286
1.170714286
3.223333333
0.881666667
0.154375
2.102916667
0.6804
0.295
1.473333333
1.2325
0.48
2.057391304
1.556666667
0.79
0.715652174
0.395357143
1.5375
1.623888889
2.253333333
0.9275
1.515625
1.246666667
1.790714286
1.2925
0.368888889
0.598333333
0.97
0.663
0.371
0.50625
1.914
0.445
0.502727273
1.160333333
2.348
6.916296296
0.282903226
1.0
0.782
0.366923077
1.35125
0.386666667
0.487142857
0.662727273
0.76
0.1
0.4368
2.0
4.1475
2.255555556
0.581666667
0.625555556
1.580333333
4.31
1.286666667
1.44
0.425
0.278695652
0.929090909
0.7016
0.175333333
0.910869565
3.373333333
1.141666667
2.89
2.6025
3.294137931
1.910833333
6.122857143
0.614
0.190689655
1.744285714
0.831818182
0.995
1.079428571
3.466785714
3.072
0.654285714
2.918333333
0.533125
1.4625
0.83
0.812
0.1896
0.695185185
0.39
0.637407407
0.6732
0.4492
0.649230769
0.308666667
1.311935484
1.003125
0.491818182
1.449444444
0.2824
1.032222222
1.112105263
1.9425
1.39
0.584615385
1.3
4.598571429
4.132222222
1.068888889
1.169
0.566666667
0.59125
1.090909091
1.89
0.748571429
0.77
1.125
0.52
2.815714286
0.324090909
0.8025
0.32
1.055
4.698
1.806888889
0.65
0.965
0.803684211
7.534285714
1.013571429
1.228
0.942
7.02
0.629642857
0.51
6.748125
0.846666667
7.387647059
0.681818182
0.633333333
0.856666667
1.0
0.722222222
0.878148148
0.775
0.677058824
1.001176471
0.40125
1.177142857
0.64
1.121428571
0.993333333
1.191346154
0.336666667
1.015454545
0.657368421
1.273404255
1.194545455
4.36
4.744761905
0.973333333
0.75
0.89
0.878684211
0.836666667
5.37875
0.4775
0.5885
1.026129032
1.153214286
0.955454545
1.324
0.290526316
0.7
6.482962963
1.133333333
1.297777778
0.977142857
0.408636364
0.884705882
5.556363636
0.680689655
0.596956522
0.319393939
0.186666667
2.868333333
2.35
1.331666667
0.6575
2.834545455
2.349230769
0.443333333
0.6875
1.3456
0.541666667
2.2825
1.191111111
0.875
4.371818182
1.199444444
3.313043478
1.072631579
0.48
0.706
1.561904762
2.454444444
3.549285714
0.67
0.492592593
2.506428571
0.509
0.446666667
1.023684211
0.652592593
0.400344828
0.484285714
5.198888889
0.503421053
0.450740741
1.145
5.641818182
1.3
4.862857143
1.340869565
0.641911765
2.475
1.97625
1.144545455
0.514642857
1.073333333
1.765
0.583333333
4.423478261
0.473181818
1.7475
0.543333333
0.274615385
5.938913043
1.263939394
1.0
1.92
1.513928571
1.019714286
1.282
1.12
1.118571429
3.0538
1.62
0.7625
6.31
2.5
0.37
4.993333333
0.213
3.326956522
2.63047619
1.773333333
0.960909091
0.252666667
0.4
5.73173913
0.408333333
0.5
1.00472973
0.15
1.422083333
1.693783784
0.962857143
0.531111111
0.303125
1.3952
0.568421053
0.582727273
4.410967742
0.300769231
1.203
1.797586207
1.137222222
0.45969697
0.880555556
1.48
2.336666667
0.573043478
0.8475
3.234545455
0.949444444
0.5771875
2.513448276
2.38
5.036875
0.515909091
1.230344828
0.729230769
2.175714286
2.213846154
0.580666667
0.559285714
3.213793103
1.0168
2.610675676
1.498461538
0.603333333
2.782083333
1.881428571
0.519545455
0.806
4.47
2.039130435
0.560714286
3.314
0.9275
0.352727273
0.88
2.0
2.363611111
2.495
1.62
0.49
3.823333333
2.131666667
0.75
1.105555556
0.41
1.442941176
0.24
0.520714286
1.377407407
1.031111111
0.835625
1.261428571
0.274444444
2.23
1.324827586
1.32875
0.893846154
0.91
1.035
0.745
1.525
0.75
0.740714286
3.968
0.445
3.632727273
1.575
1.129047619
2.32
0.604615385
2.784
0.890714286
0.7115
0.805833333
0.069411765
1.075333333
0.4116
4.509615385
0.35
0.482916667
1.1325
0.55
0.252
1.9875
0.328571429
6.367142857
1.185
0.379047619
0.902307692
0.853333333
4.226451613
0.327777778
1.025714286
1.019791667
1.546774194
0.535
0.446666667
1.933684211
6.956785714
0.275294118
6.91
1.3865
1.01
0.484666667
2.0
0.75
1.008888889
0.90877193
0.462777778
0.212777778
1.416666667
0.412857143
0.982432432
5.765714286
0.455454545
0.953214286
4.145294118
0.55
1.096666667
0.67
1.63
2.64
1.767142857
2.141052632
2.146818182
1.2225
0.764761905
2.1984
0.76
0.737272727
0.324583333
3.385666667
1.065333333
0.523
1.896111111
0.968571429
4.68
1.715238095
0.645
2.434761905
0.510294118
0.166842105
0.945
2.085
0.83
0.385
0.83
0.51
0.217083333
0.47137931
0.511666667
1.32
0.497857143
7.056666667
0.603636364
0.5755
1.742307692
0.855
1.226666667
1.815833333
1.455
0.799285714
0.137761194
0.415
2.270769231
1.048888889
0.8475
0.528666667
0.428666667
1.078055556
4.826923077
0.54
1.5
2.8025
3.782439024
0.964
2.352
2.545833333
1.01
0.885428571
1.376363636
1.464897959
0.457777778
0.184090909
1.335
2.989259259
0.1975
1.715
0.973461538
1.883333333
0.176666667
0.6125
0.25
2.327692308
1.38
0.367142857
0.9525
0.46787234
6.471304348
1.630909091
3.32
1.7925
0.6421875
0.612608696
4.54037037
6.755652174
0.8275
5.426
1.685217391
0.854444444
1.242758621
5.321
1.86
0.609285714
2.57
0.72
0.544736842
0.3646
1.502222222
0.164285714
3.817058824
2.156153846
0.558181818
2.346
7.193043478
1.484285714
1.145
1.44
0.876153846
4.062
0.528181818
0.447894737
0.58
0.58
5.24125
1.325833333
0.965
0.953333333
2.583157895
1.800909091
0.908888889
0.910869565
1.341176471
0.96
0.95625
0.870555556
0.453684211
3.795555556
0.641153846
1.068333333
0.5
2.325357143
1.224545455
0.426666667
5.8
1.982857143
0.84
4.657368421
0.372307692
2.446428571
0.458148148
0.57
0.505172414
1.235
6.05
0.627857143
0.33
0.720740741
0.355555556
0.455
1.245
0.899130435
0.354285714
0.55375
1.156923077
1.314705882
5.839166667
0.285333333
0.475384615
7.232666667
0.833333333
1.197647059
0.7928125
1.054545455
0.256153846
2.174
2.096666667
0.630909091
0.678461538
0.678
1.2356
0.775833333
1.0
3.053125
0.986666667
5.0
1.623529412
0.8
2.503333333
1.084285714
0.659090909
0.679411765
0.890833333
2.020666667
0.383125
2.075
0.2825
0.743333333
1.0888
1.425
1.0
0.445
